quote_id,scrape_timestamp,data_type,source_name,origin,destination,route,route_weight,travel_date,advance_purchase_days,booking_window,airline,flight_number,departure_time,arrival_time,duration_minutes,stops,fare_class,base_fare_inr,taxes_inr,user_development_fee_inr,convenience_fee_inr,total_fare_inr,currency,availability,status,outlier_flag,duplicate_flag,missing_value_flag,exclusion_flag,collection_method,notes
APIX-003830,2026-08-26 14:34:00,synthetic_prototype,Prototype_OTA_Feed_A,BLR,HYD,BLR-HYD,0.12,2026-09-25,30,T+30,Akasa Air,QP-573,07:35,10:11,156,1,Economy Flex,15000,2376.26,0,0.0,17376.26,INR,54,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003831,2026-07-10 03:28:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BLR,DEL-BLR,0.19,2026-07-17,7,T+7,Akasa Air,QP-5133,05:40,08:47,187,0,Economy,15000,2094.74,0,99.0,17193.74,INR,48,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003832,2026-06-28 23:06:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-08-12,45,T+45,Akasa Air,QP-3467,07:45,10:33,168,0,Economy,15000,1916.5,0,149.0,17065.5,INR,29,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003833,2026-08-18 11:29:00,synthetic_prototype,Prototype_Airline_Feed,DEL,CCU,DEL-CCU,0.14,2026-09-17,30,T+30,IndiGo,6E-759,06:45,09:03,138,1,Economy,15000,2986.49,150,199.0,18335.49,INR,43,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003834,2026-07-13 12:31:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-08-12,30,T+30,Akasa Air,QP-3479,05:20,07:15,115,0,Economy,15000,2188.09,0,149.0,17337.09,INR,65,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003835,2026-07-30 11:58:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BOM,DEL-BOM,0.24,2026-07-31,1,T+1,SpiceJet,SG-6806,06:45,08:31,106,0,Economy,15000,1847.29,0,149.0,16996.29,INR,46,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003836,2026-08-11 05:30:00,synthetic_prototype,Prototype_Airline_Feed,BLR,HYD,BLR-HYD,0.12,2026-09-25,45,T+45,SpiceJet,SG-9848,14:45,16:45,120,0,Economy Flex,15000,2892.13,150,0.0,18042.13,INR,61,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003837,2026-07-30 04:10:00,synthetic_prototype,Prototype_Airline_Feed,BLR,HYD,BLR-HYD,0.12,2026-08-14,15,T+15,SpiceJet,SG-2429,08:05,10:27,142,0,Economy,15000,2060.77,0,199.0,17259.77,INR,5,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003838,2026-08-17 13:45:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-08-24,7,T+7,SpiceJet,SG-3589,15:50,18:35,165,0,Economy,15000,1953.45,100,199.0,17252.45,INR,52,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003839,2026-06-21 05:46:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-07-06,15,T+15,IndiGo,6E-3330,09:40,12:21,161,0,Economy,15000,1808.81,150,99.0,17057.81,INR,3,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003840,2026-08-14 15:20:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BOM,DEL-BOM,0.24,2026-09-13,30,T+30,Air India,AI-4020,14:55,16:52,117,1,Economy,15000,2944.27,150,149.0,18243.27,INR,24,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003841,2026-09-11 23:57:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-09-26,15,T+15,Akasa Air,QP-4760,09:45,12:40,175,0,Economy Flex,15000,1982.84,150,199.0,17331.84,INR,11,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003842,2026-07-26 22:27:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-08-25,30,T+30,IndiGo,6E-7635,09:30,12:10,160,0,Economy,15000,1801.42,0,149.0,16950.42,INR,37,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003843,2026-06-14 21:05:00,synthetic_prototype,Prototype_OTA_Feed_B,BOM,BLR,BOM-BLR,0.17,2026-06-29,15,T+15,SpiceJet,SG-2167,05:35,08:18,163,0,Economy,15000,2736.33,100,0.0,17836.33,INR,67,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003844,2026-08-10 18:59:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-09-09,30,T+30,SpiceJet,SG-4332,21:15,23:40,145,0,Economy,15000,2650.55,0,99.0,17749.55,INR,31,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003845,2026-08-23 03:26:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-10-07,45,T+45,SpiceJet,SG-7235,19:30,22:02,152,1,Economy,15000,2225.18,150,149.0,17524.18,INR,20,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003846,2026-09-10 14:13:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-09-17,7,T+7,SpiceJet,SG-6339,13:45,16:19,154,1,Economy,15000,1998.27,0,149.0,17147.27,INR,69,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003847,2026-08-31 09:19:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-09-30,30,T+30,Air India Express,IX-8097,09:55,12:14,139,0,Economy,15000,2961.35,100,149.0,18210.35,INR,47,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003848,2026-08-27 17:17:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-09-03,7,T+7,SpiceJet,SG-3145,12:55,15:32,157,1,Economy,15000,1919.61,100,0.0,17019.61,INR,50,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003849,2026-06-15 10:26:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-06-22,7,T+7,Air India,AI-6376,05:40,08:02,142,0,Economy,15000,1872.3,150,99.0,17121.3,INR,19,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003850,2026-08-24 11:22:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-09-08,15,T+15,SpiceJet,SG-6804,07:00,10:14,194,0,Economy,15000,1928.44,0,149.0,17077.44,INR,13,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003851,2026-08-12 11:14:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BLR,DEL-BLR,0.19,2026-08-27,15,T+15,SpiceJet,SG-3579,16:10,18:36,146,0,Economy,15000,2873.51,0,199.0,18072.51,INR,70,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003852,2026-07-13 13:59:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-07-28,15,T+15,Air India Express,IX-4239,17:30,19:21,111,1,Economy,15000,2375.08,0,0.0,17375.08,INR,38,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003853,2026-08-29 17:50:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-08-30,1,T+1,SpiceJet,SG-4852,13:00,15:49,169,0,Economy,15000,2082.94,100,149.0,17331.94,INR,40,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003854,2026-06-20 18:15:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-08-04,45,T+45,SpiceJet,SG-2992,14:45,17:02,137,1,Economy,15000,2409.44,0,149.0,17558.44,INR,26,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003855,2026-08-22 00:05:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BLR,DEL-BLR,0.19,2026-08-23,1,T+1,SpiceJet,SG-9913,05:55,09:02,187,0,Economy,15000,2313.74,0,149.0,17462.74,INR,47,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003856,2026-06-25 19:11:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-07-10,15,T+15,SpiceJet,SG-4244,09:10,10:54,104,0,Economy,15000,1979.49,150,99.0,17228.49,INR,9,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003857,2026-08-13 12:46:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-09-12,30,T+30,SpiceJet,SG-8312,08:20,10:52,152,0,Economy,15000,2219.04,0,99.0,17318.04,INR,11,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003858,2026-08-26 06:09:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-09-02,7,T+7,Akasa Air,QP-5879,14:25,16:40,135,0,Economy,15000,2768.26,200,149.0,18117.26,INR,31,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003859,2026-07-23 12:44:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,CCU,DEL-CCU,0.14,2026-08-07,15,T+15,Air India,AI-4591,06:15,09:00,165,0,Economy,15000,2924.73,200,99.0,18223.73,INR,59,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003860,2026-09-05 03:31:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BLR,DEL-BLR,0.19,2026-10-20,45,T+45,SpiceJet,SG-3230,15:05,17:29,144,0,Economy,15000,1839.43,0,0.0,16839.43,INR,25,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003861,2026-08-03 18:37:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-08-10,7,T+7,SpiceJet,SG-2852,06:20,09:16,176,0,Economy,15000,2313.43,0,149.0,17462.43,INR,13,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003862,2026-08-10 08:09:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-08-25,15,T+15,IndiGo,6E-9187,07:20,09:41,141,0,Economy Flex,15000,2464.74,0,99.0,17563.74,INR,44,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003863,2026-07-15 14:28:00,synthetic_prototype,Prototype_OTA_Feed_A,BOM,BLR,BOM-BLR,0.17,2026-07-30,15,T+15,Air India Express,IX-3548,21:30,00:11,161,0,Economy,15000,2568.05,0,199.0,17767.05,INR,51,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003864,2026-06-17 19:53:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-07-02,15,T+15,Air India Express,IX-5791,20:45,23:55,190,0,Economy Flex,15000,2673.72,0,149.0,17822.72,INR,43,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003865,2026-06-27 18:02:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-06-28,1,T+1,Air India,AI-1285,07:15,09:56,161,0,Economy,15000,2392.15,0,99.0,17491.15,INR,94,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003866,2026-07-19 12:00:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-07-26,7,T+7,IndiGo,6E-3806,21:35,00:24,169,0,Economy,15000,1900.9,0,149.0,17049.9,INR,99,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003867,2026-09-02 17:40:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-09-17,15,T+15,Air India Express,IX-9248,08:00,10:37,157,1,Economy Flex,15000,2170.39,0,99.0,17269.39,INR,46,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003868,2026-08-08 06:03:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BLR,DEL-BLR,0.19,2026-09-22,45,T+45,SpiceJet,SG-471,08:50,11:41,171,0,Economy,15000,2946.77,0,199.0,18145.77,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003869,2026-08-10 09:23:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-09-09,30,T+30,IndiGo,6E-3581,13:20,16:12,172,1,Economy,15000,2379.33,100,149.0,17628.33,INR,15,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003870,2026-08-18 22:07:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-09-02,15,T+15,IndiGo,6E-4556,11:00,13:41,161,0,Economy,15000,2023.07,0,99.0,17122.07,INR,30,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003871,2026-07-09 15:14:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-07-16,7,T+7,Akasa Air,QP-5194,21:20,00:35,195,0,Economy Flex,15000,2873.07,100,0.0,17973.07,INR,59,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003872,2026-08-20 05:26:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-09-19,30,T+30,SpiceJet,SG-7610,12:05,13:58,113,0,Economy,15000,1984.18,150,149.0,17283.18,INR,92,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003873,2026-09-01 13:58:00,synthetic_prototype,Prototype_Airline_Feed,BLR,HYD,BLR-HYD,0.12,2026-09-16,15,T+15,IndiGo,6E-5547,08:20,10:10,110,0,Economy,15000,2462.78,100,0.0,17562.78,INR,52,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003874,2026-07-31 13:22:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-08-01,1,T+1,IndiGo,6E-9131,12:45,15:42,177,0,Economy,15000,2614.42,0,0.0,17614.42,INR,73,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003875,2026-08-14 18:58:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-08-29,15,T+15,Air India Express,IX-2037,15:00,17:21,141,0,Economy,15000,2129.9,0,99.0,17228.9,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003876,2026-07-11 06:56:00,synthetic_prototype,Prototype_OTA_Feed_A,BOM,BLR,BOM-BLR,0.17,2026-08-25,45,T+45,Air India Express,IX-1352,09:05,11:13,128,0,Economy,15000,2920.57,0,99.0,18019.57,INR,80,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003877,2026-09-05 18:23:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BOM,DEL-BOM,0.24,2026-10-05,30,T+30,Air India,AI-9442,09:05,11:33,148,0,Economy Flex,15000,2523.97,0,149.0,17672.97,INR,50,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003878,2026-08-04 00:07:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BLR,DEL-BLR,0.19,2026-08-19,15,T+15,Air India,AI-5580,14:40,17:46,186,0,Economy,15000,2619.2,0,0.0,17619.2,INR,65,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003879,2026-08-17 06:41:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-10-01,45,T+45,Akasa Air,QP-650,15:15,17:35,140,1,Economy,15000,2272.26,0,149.0,17421.26,INR,46,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003880,2026-08-06 09:35:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-08-21,15,T+15,IndiGo,6E-735,18:55,21:12,137,1,Economy,15000,2457.82,200,149.0,17806.82,INR,66,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003881,2026-08-27 02:36:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-09-26,30,T+30,SpiceJet,SG-9325,08:40,11:43,183,1,Economy,15000,2704.04,0,0.0,17704.04,INR,52,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003882,2026-07-03 04:35:00,synthetic_prototype,Prototype_OTA_Feed_A,BOM,BLR,BOM-BLR,0.17,2026-07-04,1,T+1,Air India Express,IX-3629,18:35,20:48,133,0,Economy,15000,2883.63,0,99.0,17982.63,INR,0,Sold Out,False,False,False,True,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003883,2026-07-19 05:41:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-07-20,1,T+1,Akasa Air,QP-4035,09:15,11:49,154,0,Economy Flex,15000,2303.45,0,,,INR,21,Available,False,False,True,True,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003884,2026-06-28 14:53:00,synthetic_prototype,Prototype_Airline_Feed,DEL,CCU,DEL-CCU,0.14,2026-07-28,30,T+30,Air India,AI-4415,11:50,14:48,178,0,Economy,15000,2748.72,200,199.0,18147.72,INR,53,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003885,2026-06-15 22:40:00,synthetic_prototype,Prototype_OTA_Feed_B,BOM,BLR,BOM-BLR,0.17,2026-06-22,7,T+7,IndiGo,6E-749,12:15,14:42,147,0,Economy,15000,2706.89,0,149.0,17855.89,INR,52,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003886,2026-08-14 09:29:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-09-13,30,T+30,Air India,AI-2622,09:10,11:08,118,0,Economy,15000,2041.14,0,199.0,17240.14,INR,92,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003887,2026-08-06 06:10:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BOM,DEL-BOM,0.24,2026-09-05,30,T+30,Air India Express,IX-3452,18:55,21:06,131,0,Economy,15000,2935.41,0,149.0,18084.41,INR,31,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003888,2026-06-28 21:57:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-07-05,7,T+7,IndiGo,6E-1757,07:55,09:41,106,0,Economy,15000,2128.11,200,199.0,17527.11,INR,37,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003889,2026-09-05 11:23:00,synthetic_prototype,Prototype_Airline_Feed,BOM,BLR,BOM-BLR,0.17,2026-09-12,7,T+7,Air India Express,IX-1551,06:10,09:07,177,0,Economy,15000,2605.48,0,0.0,17605.48,INR,32,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003890,2026-07-14 20:46:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-07-21,7,T+7,Akasa Air,QP-1450,19:20,21:25,125,0,Economy,15000,1838.94,150,0.0,16988.94,INR,73,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003891,2026-06-16 03:05:00,synthetic_prototype,Prototype_Airline_Feed,MAA,DEL,MAA-DEL,0.14,2026-06-17,1,T+1,IndiGo,6E-6468,08:15,11:27,192,1,Economy,15000,2265.62,0,99.0,17364.62,INR,54,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003892,2026-06-17 07:48:00,synthetic_prototype,Prototype_OTA_Feed_B,BLR,HYD,BLR-HYD,0.12,2026-07-02,15,T+15,Air India Express,IX-5735,12:20,14:25,125,0,Economy,15000,2905.01,0,199.0,18104.01,INR,108,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003893,2026-08-27 15:01:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-10-11,45,T+45,Akasa Air,QP-7011,09:30,12:00,150,0,Economy,15000,2847.24,100,99.0,18046.24,INR,35,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003894,2026-07-06 05:32:00,synthetic_prototype,Prototype_OTA_Feed_A,BOM,BLR,BOM-BLR,0.17,2026-07-21,15,T+15,Air India,AI-5074,15:25,17:39,134,0,Economy,15000,2939.24,150,149.0,18238.24,INR,29,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003895,2026-07-13 20:18:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-08-27,45,T+45,SpiceJet,SG-2161,17:00,19:13,133,0,Economy Flex,15000,2689.64,0,149.0,17838.64,INR,49,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003896,2026-08-28 23:28:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-09-27,30,T+30,Air India,AI-3423,06:30,09:07,157,0,Economy,15000,2450.37,0,199.0,17649.37,INR,33,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003897,2026-09-02 18:52:00,synthetic_prototype,Prototype_OTA_Feed_B,MAA,DEL,MAA-DEL,0.14,2026-10-02,30,T+30,SpiceJet,SG-8432,13:50,16:35,165,0,Economy,15000,2095.87,0,149.0,17244.87,INR,27,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003898,2026-08-25 10:57:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BOM,DEL-BOM,0.24,2026-09-09,15,T+15,Air India Express,IX-3689,09:35,11:17,102,1,Economy,15000,2908.78,0,99.0,18007.78,INR,54,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003899,2026-08-11 14:26:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BOM,DEL-BOM,0.24,2026-08-26,15,T+15,SpiceJet,SG-4408,06:55,08:56,121,0,Economy,15000,2050.72,0,149.0,17199.72,INR,47,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003900,2026-07-07 01:00:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,CCU,DEL-CCU,0.14,2026-07-22,15,T+15,Air India Express,IX-5423,21:30,00:56,206,0,Economy,15000,2732.74,200,149.0,18081.74,INR,21,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003901,2026-08-07 14:01:00,synthetic_prototype,Prototype_OTA_Feed_B,DEL,BLR,DEL-BLR,0.19,2026-08-14,7,T+7,IndiGo,6E-1425,10:50,13:41,171,1,Economy,15000,2029.56,0,149.0,17178.56,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003902,2026-08-15 23:46:00,synthetic_prototype,Prototype_Airline_Feed,BLR,HYD,BLR-HYD,0.12,2026-08-16,1,T+1,SpiceJet,SG-2071,10:30,13:07,157,0,Economy,15000,2645.28,0,199.0,17844.28,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003903,2026-09-04 20:37:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-09-19,15,T+15,Akasa Air,QP-8316,14:00,17:12,192,0,Economy,15000,2804.51,0,199.0,18003.51,INR,33,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003904,2026-08-03 02:27:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-08-04,1,T+1,IndiGo,6E-8429,09:45,12:06,141,0,Economy Flex,15000,1956.51,0,149.0,17105.51,INR,0,Sold Out,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003905,2026-08-22 21:36:00,synthetic_prototype,Prototype_Airline_Feed,BLR,HYD,BLR-HYD,0.12,2026-09-21,30,T+30,IndiGo,6E-8741,19:20,21:31,131,0,Economy,15000,2971.76,0,149.0,18120.76,INR,14,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003906,2026-08-14 04:46:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BOM,DEL-BOM,0.24,2026-08-21,7,T+7,Air India Express,IX-9827,11:20,13:34,134,1,Economy,15000,2540.9,0,149.0,17689.9,INR,52,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003907,2026-06-16 06:45:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-07-01,15,T+15,Air India,AI-9141,11:25,13:51,146,0,Economy Flex,15000,2995.11,0,99.0,18094.11,INR,18,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003908,2026-07-21 07:47:00,synthetic_prototype,Prototype_Airline_Feed,DEL,BLR,DEL-BLR,0.19,2026-07-28,7,T+7,SpiceJet,SG-1230,10:10,12:54,164,0,Economy,15000,2419.07,0,0.0,17419.07,INR,25,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003909,2026-07-01 04:10:00,synthetic_prototype,Prototype_OTA_Feed_A,DEL,BOM,DEL-BOM,0.24,2026-07-08,7,T+7,Air India,AI-6912,20:00,21:09,69,1,Economy,15000,2022.0,0,0.0,17022.0,INR,67,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
APIX-003910,2026-08-28 03:48:00,synthetic_prototype,Prototype_OTA_Feed_A,MAA,DEL,MAA-DEL,0.14,2026-10-12,45,T+45,IndiGo,6E-5023,13:10,16:23,193,0,Economy,15000,2972.76,100,0.0,18072.76,INR,24,Available,False,False,False,False,prototype_generated,Synthetic record for prototype/testing; not a live fare quote
